V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,CLASS
7100,178262,0,28,6100,0,0,171997,177644,0,158839,4900,165014,6000,0,5100,0,5200,148035,470000,0
5168,239715,0,25,10469,0,0,203784,421651,0,154478,2738,181490,6618,0,5014,-1,5398,135259,340000,1
0,3814,-2,29,0,-2,-2,6456,-6,-2,2746,11753,0,6462,-2,2746,-2,11613,11613,210000,0
3400,81449,0,28,4000,0,0,84960,83241,0,88060,3450,86045,4000,0,3400,0,7000,93394,110000,0
0,0,0,32,1670,-1,-2,11693,1670,0,-18,0,7903,10200,0,0,1,0,-18,110000,0
16121,25254,-1,39,2000,0,0,510,26366,-1,17539,998,16121,510,0,2000,0,2000,19088,50000,0
7100,154927,0,48,8000,0,0,160654,158848,0,141570,5000,155059,6000,0,5300,0,5000,134143,260000,0
8582,2054,-1,36,1950,-1,-1,2562,1949,-1,2758,4163,8582,2562,-1,2758,-1,0,0,160000,0
5000,46640,0,33,5000,0,0,54401,50865,0,61917,3000,57873,5000,0,5000,0,3000,63880,120000,0
401,25118,0,24,2000,0,0,16923,18948,0,11519,1000,12103,2001,0,1000,0,1000,11611,140000,0
0,49264,2,54,2500,2,0,50782,50310,2,50133,2148,49335,1900,0,1937,2,2224,51071,50000,1
1150,48065,0,26,2500,0,0,29651,49237,0,28376,1202,30049,1862,0,1200,0,1200,28954,50000,0
0,90875,0,32,4118,0,0,89489,91789,2,55508,144204,87076,14000,0,1837,0,3010,57771,420000,0
0,0,-2,30,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,80000,0
12036,239003,0,36,9700,0,0,231284,227962,0,184094,5000,239410,8500,0,8300,0,5000,101776,240000,0
10000,1156,0,43,10000,0,0,20039,10892,0,74551,3267,29045,10000,0,1681,-1,103197,92182,230000,0
11550,140619,0,29,7000,0,0,148555,144410,0,153230,5338,156733,9000,2,0,0,5389,155159,210000,0
1200,20091,3,33,2000,2,0,20832,21459,2,22227,1500,21386,0,0,1200,2,1600,23466,130000,1
966,76737,0,22,3500,0,0,68502,70614,0,27712,1037,27160,10092,0,2000,0,2000,29245,80000,0
2000,27110,0,26,1455,0,0,29710,27460,0,11124,0,29452,3623,0,1038,0,0,0,30000,1
3500,80964,0,27,4000,0,0,82182,80337,0,85145,2500,82586,4000,0,4000,0,4000,87049,160000,0
9379,144481,-1,40,1620,-1,-1,334,1620,-1,1100,0,9379,337,-1,1100,0,43505,43505,180000,0
0,3035,-1,58,199646,-1,-1,720,199602,-1,0,185652,0,720,-2,0,-1,1500,1500,200000,0
700,47689,0,42,2000,0,0,31539,42338,0,17541,1000,17342,1281,0,700,0,1000,18149,50000,0
11164,17196,-1,29,2012,0,0,3305,12991,-1,18803,16910,11164,3310,0,18800,0,10000,22891,150000,0
0,8243,-1,48,10752,-1,-1,3300,10742,-1,1270,889,0,3300,-1,1270,-1,0,0,360000,0
1800,18312,0,29,1500,0,2,20685,19516,0,23340,1300,22142,1500,2,1700,0,0,22817,70000,0
2000,60514,2,37,3000,2,2,62740,61923,2,64470,0,63090,2400,2,3000,2,2508,65828,70000,1
6600,146805,0,31,5300,0,0,146245,148293,0,133721,0,141593,7000,0,4700,0,13500,138524,150000,0
90762,59188,0,35,100000,0,2,244092,146368,0,177595,50436,210226,101585,0,50119,0,282,153181,280000,0
4305,2788,-2,36,25794,-2,-2,3007,25790,-2,3737,22259,4246,3007,-2,3737,-2,2290,2290,370000,0
0,0,-2,43,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,500000,1
1580,88,-2,54,0,-1,-2,-1024,-468,-2,-1953,7932,-1397,0,-2,556,-1,2047,-825,190000,0
0,17187,2,45,7900,0,0,23180,24045,0,22000,0,22000,0,0,0,0,0,0,30000,0
2631,146277,0,44,3952,0,0,73323,127679,0,76360,2720,74783,2614,0,2735,0,2740,77868,150000,0
8786,9797,-1,33,1000,0,-1,3299,5333,-1,6801,0,8786,3331,0,1000,0,8488,8488,360000,0
0,2400,7,52,0,2,7,2400,2400,7,2400,0,2400,0,7,0,2,0,2400,350000,1
1000,18770,0,21,1400,0,0,18821,18410,0,19260,5000,19307,1200,0,6000,0,1000,20028,20000,0
3000,101640,0,27,5500,0,0,104855,104795,0,76058,2800,74737,3900,0,2900,0,3000,77254,110000,0
0,37990,-1,22,2400,0,-2,15674,39400,-1,-1,0,-1,15674,-2,0,0,0,-1,80000,0
11975,0,-2,49,36011,-2,-2,8978,36011,-2,8574,1828,11925,8978,-2,8574,1,5417,5417,350000,0
0,0,-2,37,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,360000,1
126307,262980,0,35,10929,0,-2,78325,204078,-1,-6187,27232,119866,4177,-1,36,0,26,-8822,470000,0
0,0,-2,27,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,300000,0
105000,325445,0,33,10000,0,0,57051,202853,0,182265,0,161651,15000,0,55000,0,0,0,320000,0
11309,20733,0,48,2,2,0,20126,20109,0,18761,1002,18928,2019,0,2000,1,700,18787,20000,0
11000,295433,0,36,13000,0,0,308038,301521,0,295664,9300,306154,13116,0,11000,0,12000,290329,300000,0
2800,115467,0,41,2000,0,-1,56542,54921,0,17421,4200,58023,2500,0,1000,0,109000,105771,120000,1
24712,15629,-1,27,5402,-1,0,1237,5402,-1,11912,22019,24712,1237,0,0,-1,2647,12647,420000,0
2090,39125,0,36,2000,0,0,41461,40169,0,18499,2000,36901,2000,0,1000,2,648,18244,50000,1
807,20579,0,35,4,2,0,19521,19948,0,19816,681,19247,2000,0,1000,1,1000,20015,50000,0
1199,30642,0,38,2000,0,0,32860,31843,0,34271,13000,33511,1548,0,1300,0,1337,35040,390000,0
390,390,-2,55,390,-2,-2,390,390,-2,390,390,390,390,-2,390,-2,390,390,100000,1
14972,8517,-1,36,6765,-1,-1,6031,6734,-1,5467,9215,14884,6076,-1,5512,-1,12570,12510,310000,0
1000,28767,0,23,1749,0,0,28638,27567,0,29439,0,28818,1820,0,621,0,354,17685,30000,1
6300,199278,0,36,7279,0,0,203794,201725,0,191803,22001,189024,8679,0,6000,0,6000,195044,200000,1
3000,33459,0,39,3000,0,0,40288,35911,0,43870,12000,42605,5000,0,2000,0,1000,13750,210000,0
6000,277680,0,26,12005,0,0,284381,281719,0,158448,6000,155562,10155,0,5000,0,6000,162626,300000,0
1368,0,-2,33,263,-2,-2,0,263,-2,101,0,1368,0,-2,101,-2,955,955,260000,0
6749,11832,0,28,100000,0,0,88118,100542,0,586,30000,65032,10000,-1,586,0,80000,80270,160000,0
3000,18185,2,34,7100,0,2,24246,24932,2,26109,0,26839,0,2,0,0,2000,27686,100000,1
1000,5565,0,23,1276,0,0,7853,6841,0,9565,1000,8565,1288,0,1000,0,2500,12065,20000,0
2300,50677,0,44,4000,0,0,78937,76727,0,30506,3000,50205,4695,0,2500,0,2000,29860,50000,0
1800,30996,2,34,3200,0,0,33430,33690,0,29701,1000,32768,1500,0,2000,0,2000,24377,140000,1
10000,241720,0,26,8000,0,0,206485,221836,0,196447,8500,196137,10000,0,8032,0,8000,195114,340000,0
1809,827,-1,35,675,-2,-1,785,669,-1,2067,0,1809,785,-1,2067,-2,0,0,180000,0
0,0,-2,28,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,150000,0
2000,24060,0,33,1400,0,2,18297,17474,0,13235,610,20114,1183,0,1200,0,0,12482,50000,0
12,0,-1,37,0,-2,0,584,0,0,596,0,596,584,0,0,1,0,0,150000,0
2000,23176,0,28,2867,0,0,19083,23182,0,15252,1353,19632,2000,2,0,0,1500,14021,30000,0
3000,14019,0,60,2000,0,0,18519,15780,0,8204,2000,21058,3000,0,6000,0,2000,9899,40000,0
3000,38921,0,30,12000,0,0,46496,45577,0,39903,1838,40244,5000,0,10000,0,1000,8629,90000,0
292,-1883,0,30,15143,-1,2,103360,9208,0,26276,810,77818,100057,0,10019,-2,16,3235,200000,0
1996,2485,-1,39,3798,-1,-1,5512,3788,-1,2504,10075,1986,5512,-1,2504,-1,13484,13484,200000,0
0,102650,-2,40,0,0,-2,0,0,-2,0,0,0,0,-2,0,0,0,0,130000,0
1500,16653,0,22,2000,0,0,18374,18062,0,18014,1000,19222,1700,0,1000,0,1000,18627,20000,0
3000,16990,0,22,3000,0,0,18923,17960,0,19818,783,19706,3001,0,2000,0,1002,20006,20000,0
8,22908,-2,37,32513,0,-2,6192,32513,-2,8419,0,2885,9,-2,8444,0,3118,2810,210000,1
2000,19544,0,26,5000,0,0,28022,24230,0,29926,6000,29249,4200,0,1300,0,6000,35357,120000,0
3470,8996,-2,47,18069,-2,-2,7966,18069,-2,3128,3419,3470,7966,-2,3128,-2,2966,2966,250000,0
4000,1243,-1,43,1453,-1,0,1270,1435,-1,2522,1436,3783,1270,0,0,0,0,1261,200000,0
20000,48455,0,29,2011,0,0,35340,34993,0,59037,3000,54763,3000,0,5000,0,2000,60290,420000,0
0,68850,-2,23,0,0,-2,0,0,-2,0,0,0,0,-2,0,0,0,0,80000,0
0,760,-1,29,3674,-1,-1,368,3674,-1,-2444,5231,-2444,500,-2,0,-1,155438,151306,310000,0
28858,50376,-1,50,20717,-1,-1,10133,20717,-1,8693,17436,28858,10173,-1,8693,-1,9194,9194,350000,0
0,100591,0,27,3749,0,-2,64480,101568,0,0,102400,0,2782,-2,0,0,1218,1218,100000,0
2726,11063,0,42,0,2,0,11714,10594,0,13405,646,13923,1600,2,0,1,643,13683,20000,1
390,390,-1,50,390,-1,-1,390,390,-1,390,2109,390,390,-1,390,-1,390,390,30000,0
0,1440,-2,49,0,-1,-2,0,0,-2,0,0,0,0,-2,0,-1,0,0,100000,0
782,316,2,52,632,-1,2,316,632,-1,782,632,782,0,-1,316,-1,0,316,200000,1
430,2002,2,47,0,2,0,0,1311,-1,430,1304,430,0,0,0,-1,550,-550,280000,0
5874,494140,0,45,14515,0,-1,214481,274198,0,33958,279706,112222,10815,0,2729,0,9784,9684,500000,0
3100,122944,0,37,6013,0,0,107783,121530,0,169121,3273,84353,5312,0,3123,0,6293,87863,130000,0
2000,92966,0,35,1641,0,0,38905,37341,0,34978,1000,35356,2205,0,2000,2,1000,35822,250000,1
2000,18578,0,44,2000,0,0,18677,19928,0,17231,506,18503,2000,0,1100,0,1586,15410,20000,0
2888,265,-1,54,4786,-1,-1,2367,4786,-1,11768,13062,2873,2367,-1,11768,-1,7484,7484,220000,0
1000,16350,0,50,1300,0,0,18488,17382,0,19720,300,19179,1400,0,1000,0,626,19822,20000,0
1133,231181,0,47,1610,0,-1,24910,26610,0,5821,4785,20133,1910,0,821,0,155681,143866,280000,0
0,-1678,-1,23,78000,-1,-1,3647,75061,2,390,0,2173,3647,0,0,1,780,780,80000,0
0,-702,-2,34,0,-2,-2,-1141,-808,-2,-1353,0,-1247,0,-2,0,-2,0,-1459,390000,0
1000,22064,0,33,1700,0,0,23352,22338,0,23900,2000,23301,1700,0,1500,0,2000,24965,80000,0
200,413,2,31,4269,-1,-2,2080,4480,0,0,0,2280,0,0,0,-1,0,0,120000,0
1690,49809,0,23,2040,0,0,38429,50364,0,18305,1000,18815,2766,0,1000,0,1000,19013,50000,0
15000,376186,0,49,20000,0,0,401982,389822,0,407436,13000,410694,18000,0,15000,0,14000,407809,480000,0
1669,76594,0,43,3100,0,0,78401,78254,0,50562,3001,49496,3100,0,1759,0,1700,45682,80000,0
390,-30,-2,54,0,-2,0,390,-420,-2,166210,3000,390,1200,-1,166210,-2,6000,129716,530000,0
1119,9439,0,38,63053,-1,0,48108,62132,0,35111,1049,40918,1478,0,1016,0,1026,24846,130000,0
4309,195038,0,51,7509,0,0,180389,189067,0,129222,2856,137030,5573,0,4239,0,5142,122229,170000,0
300,12303,0,27,2000,0,0,11695,11757,0,753,1000,5891,1700,0,0,0,21000,21753,180000,1
2900,78089,0,37,3333,0,0,76602,75159,0,78588,2300,76896,3310,0,3040,0,3500,77770,180000,0
3243,145268,0,50,6005,0,0,101996,111500,0,38650,1000,56503,4450,0,2000,0,2000,28775,150000,1
2800,67371,0,40,3100,0,0,56175,69027,0,59604,3000,57666,3888,0,2800,0,3800,62480,140000,0
268,1980,-1,23,269,-1,0,-721,269,-1,29114,1000,-710,710,-1,45171,0,1036,27154,50000,0
15369,6904,-1,38,0,-1,0,751,-507,-1,7845,0,15369,1502,0,200,-1,0,6786,360000,1
1939,386,-1,37,763,-1,-1,739,733,-1,739,1110,1939,739,-1,739,-1,2739,2739,510000,0
3051,8000,-2,48,7919,-2,-2,4684,7919,-2,7559,4134,2992,4687,-2,7559,-2,4967,4967,200000,0
0,0,-2,42,0,-2,-2,3168,0,-2,0,0,0,3168,-2,0,-2,550,550,100000,0
2000,30832,0,40,3500,0,0,17258,17896,0,19496,700,18981,1500,0,800,0,800,18594,20000,0
0,0,-2,33,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,340000,1
2000,22662,0,55,2500,0,2,21048,23306,0,30228,932,22332,2500,0,12988,0,2168,316,140000,0
8000,206157,0,37,10000,0,0,190867,212566,0,156651,10000,195323,20000,0,10000,0,4416,135493,210000,0
2000,8988,0,41,1200,0,0,7471,6849,0,19526,10640,8043,2000,0,3000,0,1000,7564,50000,0
0,7845,2,33,0,2,-1,3161,2956,-2,65000,339,600,3161,-2,65000,-1,2206,2206,160000,1
2500,59991,0,33,5000,0,0,65616,63371,0,36712,1000,36159,4000,0,2500,0,2000,38194,80000,0
0,112363,2,53,0,2,2,117301,109067,2,120846,8000,113926,10000,2,8800,1,0,118804,130000,0
1147,28358,0,56,1416,0,0,24713,25278,0,18943,451,22379,1471,0,531,0,464,15464,50000,0
617,1078,-1,30,5562,-2,-2,500,5543,-1,617,28572,617,810,-2,0,-2,0,617,500000,0
2000,5800,2,26,2500,0,2,7909,8189,2,9466,400,9767,0,2,0,0,2000,11300,50000,1
3076,0,-1,45,0,-2,-1,7304,0,-1,0,277,3076,7304,-1,0,1,16191,16191,270000,0
2100,51078,0,60,2013,0,0,36384,50649,0,9397,500,32913,2505,0,500,0,500,9755,50000,0
5437,11170,-1,30,1007,0,-1,11845,6393,-1,6683,23500,5431,11907,-1,6693,-1,22296,22285,160000,0
5000,62599,0,30,5000,0,0,57856,59368,0,47310,5000,49804,5000,0,5000,0,5240,42812,270000,0
1156,16231,0,44,1600,0,0,14453,14791,0,11796,438,15320,1300,0,387,0,354,9766,20000,0
1279,3303,-2,25,125,-2,-2,7351,125,-2,0,0,1279,7424,-2,0,-2,0,0,150000,0
2085,4343,-1,40,725,-1,0,4268,725,-1,26896,4759,2085,4268,-1,13448,-1,7455,18455,360000,0
0,0,-2,41,0,-2,-2,0,0,-2,0,504,0,0,-2,0,-2,0,0,200000,0
5666,155913,2,32,13000,0,0,161427,165227,0,187329,6494,164860,0,0,24886,0,6282,186079,210000,0
2000,16995,-1,38,3087,0,-1,31394,12947,0,6522,5320,26254,33000,-1,6522,0,0,0,260000,0
1000,2227,0,35,1250,0,-1,4416,3432,0,0,31002,5275,1200,0,0,0,316,316,80000,0
4000,6601,-1,28,5026,0,-1,2102,8312,0,7216,4757,4707,2102,-1,7216,-1,6565,6565,220000,0
0,-200,-2,42,0,-2,-2,-200,-200,-2,2472,1862,-200,0,-2,2672,-2,0,0,200000,0
26703,26023,0,25,1615,0,0,23130,24995,0,26104,11747,28126,1200,0,2104,0,7000,18840,190000,0
2000,7298,-1,29,1000,0,0,439,1467,0,43720,2000,2257,439,0,42000,0,1700,43968,200000,0
1200,9417,0,26,3150,0,-1,3617,4638,0,4820,7311,3787,1000,0,2000,0,914,914,30000,0
0,1383,-1,30,1383,-1,-1,4149,1383,0,1383,5419,2766,4149,0,0,-1,1383,1383,50000,0
1473,29060,0,56,1030,0,-1,0,23546,-1,780,1320,1473,0,-1,780,0,0,0,30000,0
0,0,-2,52,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,50000,1
2200,62824,0,27,2178,0,0,57722,63883,0,72204,3005,116742,2674,0,14710,2,8000,79105,80000,1
0,3239,0,38,1000,0,-2,0,4166,-2,0,0,0,0,-2,0,0,0,0,50000,0
2000,45524,0,33,2000,0,0,36217,62969,0,41596,5000,36386,10000,0,6500,0,8000,27635,80000,0
8303,105607,0,24,5000,0,-1,111520,108917,-1,0,0,8303,5050,-1,0,0,85632,85632,220000,0
2384,46108,2,24,4000,0,2,48263,49330,0,56396,1852,49780,0,0,8000,0,0,55479,50000,0
1000,9299,0,32,1132,0,0,9028,9576,0,9790,0,9644,1384,0,196,2,200,9990,10000,0
3000,67065,2,32,3000,2,2,69670,68358,2,72165,8300,70918,3000,2,3000,1,0,70755,70000,1
6000,150544,0,28,12000,0,0,156136,155328,0,161212,12000,158416,6000,0,6000,0,6000,156790,220000,0
2685,56136,0,25,2100,0,0,56969,57280,0,57453,3400,58695,2100,0,2300,0,4800,61153,60000,0
1400,28795,0,26,1500,0,0,26868,28506,0,27503,1000,27059,1800,0,1000,0,1000,27045,50000,0
8583,225709,0,34,8544,0,0,232706,228893,0,129889,4257,187325,9257,0,4292,0,5133,123680,240000,0
3336,3487,2,45,1213,0,0,213,3159,-1,1863,390,3336,0,0,0,0,0,390,50000,0
4000,90976,0,25,4000,0,0,94192,93443,0,97945,3400,95535,3503,0,4003,0,3500,93412,100000,0
1748,900,-1,30,195,-1,-1,1442,195,-1,3871,4059,1740,1542,-2,3890,-2,608,606,300000,0
5542,15176,-2,46,24969,-2,-1,12680,24845,-1,44743,8138,5522,12743,-1,44956,-2,19011,18931,320000,0
0,32945,2,31,0,2,2,35089,32133,2,36663,3000,34225,3500,2,3000,1,0,35921,70000,0
0,15349,2,35,0,2,2,25740,12834,2,21353,2580,20995,15600,2,758,-1,0,14453,150000,0
4500,57844,2,37,2700,2,2,57501,59038,2,61811,2400,60424,0,2,2500,2,2500,63142,80000,0
1508,24657,0,28,1500,0,0,26406,25743,0,19726,800,24364,1500,0,1000,0,1000,19166,90000,0
1118,52439,0,49,2042,0,0,34608,44350,0,11944,61526,21262,1562,0,1139,0,2195,-2571,310000,0
3100,143200,0,36,7000,0,0,91714,146391,0,90312,3500,88397,3500,0,3200,0,3500,92456,250000,0
8000,82715,-1,29,7057,0,-1,104650,29004,0,26728,50000,75583,134011,0,10000,0,78226,78226,500000,0
2000,46666,0,47,2100,0,0,48350,47606,0,49277,1804,48786,2200,0,2000,2,1755,50151,50000,1
2000,16818,2,36,4000,2,2,19590,20213,2,20783,0,21261,0,2,0,2,1800,22081,30000,1
25062,29206,-1,37,16231,-1,-1,8392,16231,-1,13088,8556,25062,8405,-1,13088,-1,23174,23174,180000,0
0,0,-2,27,0,-2,-2,0,0,-2,0,623,0,0,-2,0,1,0,0,130000,0
5000,123306,0,31,5000,0,0,131968,126251,0,10811,6800,113866,8000,0,1342,0,150000,158664,300000,0
901,42441,0,31,4000,0,0,29385,43061,0,86250,2000,27677,3000,0,63000,0,2700,65710,250000,0
0,6061,0,38,1007,0,-2,0,3656,-2,0,0,0,0,-2,0,0,0,0,30000,1
400,21898,0,29,5004,0,0,24010,23075,-1,16903,352,400,8004,-1,16903,0,345,17248,160000,0
1210,25140,0,27,1252,0,-2,11107,23936,-1,0,0,1210,1093,-1,0,0,0,0,50000,0
1660,50485,0,25,2000,0,0,49167,50397,0,36815,10000,45077,3045,0,1500,0,2000,38203,50000,0
390,390,-1,45,390,-1,-1,390,390,-1,390,780,390,390,-1,390,-1,0,0,130000,1
5339,234328,0,34,8913,0,0,157345,234211,0,153427,4432,155335,5449,0,5370,0,4435,150514,230000,1
2100,62643,0,34,2151,0,0,65545,59851,2,57755,1861,62672,10000,2,0,2,2000,55512,50000,1
0,396,-1,37,396,-1,-1,792,396,0,396,396,396,792,-1,396,-1,396,396,270000,1
1300,836,-1,25,668,-1,-1,1017,668,-1,550,60549,1298,1200,-1,964,2,1698,-286,130000,1
4200,88937,0,38,3103,0,0,87343,87866,0,67803,3000,89786,3500,0,2426,2,2613,69324,90000,1
3762,0,-2,37,0,-2,-2,621,0,-2,0,0,3762,621,-2,0,-2,0,0,180000,0
2000,22648,2,46,2000,2,0,23312,23978,0,25109,1200,24617,0,0,1200,1,1100,25654,100000,1
485,792,-1,27,0,-1,0,396,0,-1,46773,1712,485,396,0,46684,-1,1700,47313,130000,0
316,1032,-1,30,1464,-1,-1,1722,1464,-1,2615,3379,316,1722,-1,2615,-1,2104,2104,50000,0
1000,11801,0,25,1600,0,0,14378,12905,0,15447,0,14838,2000,0,1000,0,1500,16539,100000,0
1000,25300,2,22,0,3,0,20999,23150,0,19049,1000,21423,0,0,1000,1,1000,18282,60000,0
1021,18359,0,28,1500,0,0,17742,18985,0,8135,2000,17530,1500,0,185,0,387,7559,290000,0
0,0,-2,50,0,-2,-2,0,0,-2,0,18115,0,0,-2,0,-2,706,706,500000,0
13676,27320,0,24,27704,0,-1,40791,50339,-1,9457,568,13676,5000,-1,9457,0,14000,390,50000,0
0,53916,2,34,2600,2,0,56075,55036,2,52250,0,54515,2500,0,2000,1,4000,52433,50000,1
0,0,-2,53,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,80000,0
0,14171,0,29,2000,0,-2,20649,11136,0,-1,0,-1001,10000,-2,1000,0,0,-1,20000,0
3000,2450,-1,36,1100,-1,0,34741,1038,0,23804,5000,20409,35157,0,5000,-1,5000,22697,500000,0
1304,5633,0,24,1114,0,0,7665,6646,0,9532,2523,8836,1133,0,1000,0,351,9730,70000,0
3000,49464,0,39,3007,0,0,34533,40359,0,32467,3000,36819,3000,0,3000,0,4000,35806,110000,0
860,21295,0,23,1679,0,0,23338,22629,0,25418,2000,23810,1388,0,2000,0,1055,26050,60000,0
0,51799,3,26,0,4,2,52175,50667,2,54225,2000,51159,2500,2,4308,1,1500,54826,190000,0
5020,122825,0,36,5000,0,-1,91908,88273,0,-81334,10002,90857,6000,0,81569,0,331788,142645,260000,0
51697,4560,-1,57,600,-1,-1,0,600,-1,37511,414,51697,0,-1,37511,-1,1685,1685,500000,0
5007,106947,0,40,1965,0,-1,25286,71111,0,3786,390,8773,5064,-1,3788,0,390,390,90000,1
15257,10591,-1,38,7964,-1,-1,57139,7923,-1,7247,11139,15181,57425,-1,7283,-1,13959,13890,450000,0
4003,108668,0,48,4322,0,0,107172,111162,0,106628,3672,107629,5369,0,3806,0,4050,106903,110000,0
2722,96396,0,46,4073,0,0,99456,98366,0,78154,2798,79956,3404,0,54788,0,2770,76634,150000,0
3020,1260,-1,33,2530,-1,0,181,2516,-1,2891,1958,3011,181,0,1804,-1,1517,3502,470000,0
375,14498,0,37,2248,0,-2,7308,7512,0,0,0,5275,1120,0,0,0,0,0,10000,0
1200,5130,0,40,15266,-1,0,11423,15266,0,12329,2104,9329,2500,0,3000,-1,1077,10039,210000,0
1680,62615,0,33,2870,0,0,65443,63845,0,64370,142,65169,3224,0,3000,0,142,15082,70000,0
7000,3090,0,37,52165,-1,0,26325,52125,0,35474,1200,29638,5000,0,8000,-1,5000,38190,160000,0
5609,206446,0,40,8139,0,-1,173236,202462,0,25876,6000,84302,10007,0,2000,0,151139,140066,210000,1
2750,55084,0,49,2500,0,0,89406,49358,0,78683,2853,77924,43075,0,2750,0,2800,77357,100000,0
3494,172095,0,34,6317,0,0,103021,160914,0,99179,4000,99219,3632,0,3620,0,3800,99902,170000,0
0,0,-2,29,0,-2,-2,1865,0,-2,-3,0,-3,1865,-2,0,-2,3680,3677,210000,0
1500,37003,0,35,2000,0,2,41150,38082,2,42191,2000,41677,4000,2,1500,0,2000,43371,90000,0
1310,17479,2,30,1300,2,0,17614,18195,0,19000,6000,18630,0,0,680,1,727,19421,50000,1
0,11343,2,28,7000,0,0,17150,17143,2,18378,3000,15298,1249,0,4000,0,1000,18281,230000,0
356,3580,0,36,1084,0,0,5757,4597,0,5838,205,5869,1244,0,212,-1,230,5971,50000,1
1300,31377,2,22,6000,0,0,30940,31420,0,25942,1200,24765,1125,0,3000,0,2500,27073,70000,0
16133,360,-1,26,360,-1,0,360,360,-1,22309,819,16133,360,0,7000,-1,796,22377,150000,0
706,17615,0,24,1310,0,0,19350,18338,0,20301,614,19734,1322,0,885,0,1000,20812,30000,0
0,60804,2,32,6000,2,0,66545,65779,2,66398,2700,64877,2400,0,2600,2,8758,72113,330000,0
6600,197231,0,36,8500,0,0,176947,175599,0,176380,6653,178647,8341,0,6925,2,7225,172666,500000,1
0,86974,3,29,12700,2,2,95884,98246,2,96397,3400,93528,0,2,6050,2,1600,96258,100000,1
18885,24610,-2,58,4,-2,-2,148544,-310,-2,5909,200655,18791,149654,-2,5940,-2,69337,68988,480000,1
1266,16226,2,22,0,3,2,15146,15682,0,17090,1915,15856,0,0,1500,4,0,16677,20000,1
0,29712,0,26,3200,0,0,31732,28045,2,33624,2000,26989,6300,0,10000,0,2000,29786,150000,0
1518,9985,0,42,1176,0,2,11710,10688,0,13776,1308,13030,1198,0,1264,2,0,13415,30000,1
1127,15585,0,36,5000,0,2,8186,12430,-1,10880,7000,1127,5000,-1,10143,0,0,10143,100000,0
6000,176502,0,40,8000,0,0,162826,176297,0,161965,6000,160186,7300,0,6000,2,6000,152361,200000,1
0,1489,-1,40,9973,-1,-1,2457,9973,-1,948,1302,0,2457,-1,948,-1,0,0,200000,0
0,25618,0,24,1800,0,2,30421,26701,2,31548,3000,29633,4500,2,2400,2,0,30889,40000,1
3000,12365,0,37,90500,0,0,86507,92184,0,91118,3000,89138,3000,0,2500,-1,2500,93229,240000,0
2972,3096,-1,42,5260,-1,-1,3298,5260,-1,975,1666,2972,3298,-1,975,-1,3441,3441,210000,0
1000,63872,2,31,5003,0,-1,63070,66983,0,4154,1400,1184,0,0,4000,0,3502,3502,90000,0
527,574,-1,25,801,-1,-1,686,801,-1,312,8016,527,686,-1,312,-1,442,442,50000,0
0,7129,2,36,3147,2,0,9733,8850,2,6003,1000,9375,1172,0,500,2,1015,2435,40000,1
205,4040,-2,33,4068,-2,-2,3959,4048,-2,3199,1434,205,3964,-2,3209,-2,5109,5104,310000,0
2000,60278,0,34,1745,0,0,46940,56247,0,41412,2000,45607,1635,0,3450,0,3000,31200,500000,0
3500,128341,0,44,4861,0,0,133490,131227,0,137708,2300,135888,4300,0,3500,0,2564,78581,110000,0
16475,10898,0,43,1000,0,0,0,8754,-1,16821,344,16475,0,0,611,0,679,17220,50000,0
0,17584,0,25,3000,0,-2,0,20000,-2,0,0,0,0,-2,0,0,0,0,20000,0
12873,274599,0,35,11500,0,0,286011,280021,0,298492,5650,292636,12000,0,13020,0,8800,200098,320000,1
3446,126874,0,24,6500,0,0,131332,129837,0,99594,3700,97878,5400,0,3561,2,4000,98667,130000,1
0,23132,2,35,0,2,2,28067,22474,2,31199,2000,27320,6000,2,4500,1,0,30548,90000,0
13009,9568,0,34,5014,0,0,6850,8211,0,17059,5025,13178,5010,0,10035,0,10007,17528,520000,0
10254,29566,-1,31,6025,0,0,294257,25560,0,89161,2333,278725,294318,0,7524,0,5009,87863,500000,0
239,8301,0,37,1191,0,0,8983,9156,0,6422,160,8141,1079,0,209,0,206,5187,30000,0
9283,2908,-1,31,3408,-1,-1,2908,3408,-1,2908,7163,9283,2908,0,0,-1,2908,2908,170000,0
2807,232244,0,33,40,2,0,84865,157098,0,45838,2000,70995,3959,0,2000,1,3000,36252,310000,0
6810,303949,0,33,10000,0,0,247125,298421,0,202220,4511,228229,9205,0,5706,0,6000,181860,350000,0
1196,40046,0,30,7995,0,0,48849,47317,0,37433,1000,35920,5849,0,2000,0,1000,10791,150000,0
780,390,2,24,780,-1,0,390,780,-1,780,0,780,0,0,0,-1,0,0,20000,1
0,900,-1,22,2833,-1,0,9495,2833,0,2759,0,6965,9495,0,0,-1,0,0,40000,0
